"Obs","AGI"
583,0
584,11.0470823917477
585,11.7838192888094
586,0
587,0
588,7.63694057001879
589,0.465221023325896
590,9.13083866782119
591,0.186825875340203
592,7.94990073238473
593,0
594,0.432114111628845
595,10.3686203615132
596,0
597,8.370630270194
598,0
599,4.27118774865474
600,1.94370051707918
601,1.26890577272356
602,3.913440438563
603,11.9130691631407
604,0
605,11.3642450653389
606,0
607,6.07590354168778
608,18.5157669144422
609,5.15546823671272
610,0.31766318247461
611,3.52229425760837
612,7.17138773827516
613,12.1486809156678
614,0
615,6.96300459975326
616,9.23104298019287
617,6.62721277740671
618,14.2232098966919
619,18.5122976173079
620,7.0202565859072
621,11.7663547226218
622,1.05409461635423
623,9.16293892770583
624,5.1645034033018
625,20.5213503652693
626,0
627,3.04887465600635
628,0
629,4.32332169376378
630,5.3585788745231
631,0
632,0
633,9.72541910218107
634,6.40671654683682
635,10.1929641983027
636,0.585320927442475
637,9.95399266643154
638,0
639,0
640,10.8625309084745
641,11.0942746463616
642,0
643,0
644,13.4177438714355
645,11.5191130670885
646,2.28671484318502
647,11.6364893636547
648,2.16411518781887
649,0
650,13.0968729386578
651,12.6607710794978
652,14.3183623101221
653,20.4062005548816
654,0
655,2.073964105397
656,16.3366096031476
657,12.277303050165
658,5.64025236078424
659,3.05443112399446
660,0
661,7.01070463653165
662,13.7530891021141
663,0
664,4.16162243418333
665,22.6328372556575
666,0
667,8.35078172488985
668,0.663926136544084
669,19.1282930489449
670,6.84469421441008
671,1.95989287283435
672,1.81716131266647
673,9.18747987650973
674,1.76458343341219
675,0
676,7.21156044178164
677,7.8658166565997
678,8.15036553354619
679,0
680,14.8774162821512
681,12.8729666160707
682,11.6998116974902
683,10.3433419183627
684,11.2880278593615
685,6.57286835619615
686,4.30596419245655
687,2.34670545826703
688,0
689,8.7996185064872
690,9.78006086543129
691,13.0326387882916
692,8.09174612261742
693,3.70931737231973
694,3.68962177057621
695,13.4984532398146
696,13.1578503273899
697,12.1435853311077
698,9.2388211714462
699,5.35109626525076
700,0
701,2.40985748201277
702,12.3150195042516
703,0
704,1.59560547571886
705,14.9570946667172
706,6.13668845723697
707,14.5568071518627
708,0.19092056479548
709,8.571861110479
710,6.76519080464598
711,0
712,12.4859540677596
713,0
714,0
715,2.09424185990164
716,9.17843536420214
717,9.66791461716149
718,9.44689164282485
719,15.7799987631213
720,0.142875736207009
721,8.75820492685974
722,7.31181818136782
723,0.430913845292605
724,9.05262787580641
725,12.2772364487763
726,1.41966526733507
727,0
728,3.90061725632828
729,13.4802899001424
730,2.06455409178479
731,0
732,21.610054775426
733,0
734,7.47107972898096
735,3.87900030734965
736,12.5214897996445
737,6.67228921473586
738,7.50744030782192
739,2.54109949275892
740,0.224093616640823
741,5.85376105276633
742,4.65375968258094
743,2.15534321754107
744,6.1875729945857
745,11.0339392681337
746,4.67187080369482
747,0
748,14.9484544367671
749,5.34358252697455
750,14.1291484134753
751,0
752,12.4466823369799
753,13.3649266755093
754,12.7457415554453
755,12.387484261918
756,9.81930198773427
757,0
758,8.83648356369683
759,6.47002503602951
760,0
761,0
762,10.9017113983046
763,8.45888823278689
764,11.5626337321441
765,7.81167131324001
766,16.665584404626
767,3.00195407745611
768,0
769,3.72477529769831
770,7.61866335388467
771,15.2482641788358
772,1.1304628261968
773,16.3732694460627
774,5.92887921061823
775,0
776,23.6337819763918
777,4.68010511151862
778,10.0621168848509
779,2.10491753593529
780,0
781,8.06387514047724
782,0
783,5.29847631853164
784,0.624053495938756
785,12.1131165202586
786,0
787,2.50494894471858
788,12.1264649927997
789,5.05689773788089
790,10.6427328683701
791,5.76953155650759
792,16.0172372555943
793,0
794,3.57159087106716
795,0
796,1.1219563911893
797,9.41468553665776
798,0
799,16.0541645815358
800,10.0533968219332
801,4.96500017848166
802,5.73015672111729
803,0.432949343850429
804,6.14700365377663
805,9.16291333297834
806,0
807,0
808,5.89461251406724
809,0
810,13.7374251354982
811,5.0760224566895
812,0.697281052087402
813,8.01522352297364
814,8.44785703313948
815,3.47373081366968
816,9.80536242274581
817,2.1721231983408
818,3.99185669595865
819,2.10341554852406
820,9.82821958309019
821,21.2894314349059
822,0
823,0
824,0
825,0
826,0
827,17.2610661558403
828,8.66552978173683
829,3.80940916431511
830,2.42948349203806
831,9.59189277159074
832,2.83786692464191
833,0
834,3.80422126841584
835,6.62507299446348
836,0
837,4.57369819891715
838,20.2474563359633
839,0
840,5.69424117123268
841,12.3141736847136
842,9.07584607767715
843,0.984371859306129
844,11.042793227812
845,8.29404419808153
846,13.6518268453902
847,12.7771537500103
848,0
849,0.961043572112674
850,6.36137857248361
851,3.20075811259075
852,5.70099671791451
853,1.19784105675008
854,1.17190048291416
855,13.5207805554578
856,0
857,0
858,0.245042822630231
859,7.10313615008167
860,5.07035507989567
861,15.4020421637395
862,8.66984127279198
863,7.04503355165571
864,3.17782827564414
865,0
866,3.98835954733942
867,2.57134549153047
868,0
869,0
870,4.20843839001676
871,9.69408864475714
872,9.40808857901706
873,0
874,8.75038357070848
875,17.1955625829584
876,2.82608030900698
877,3.44599291353073
878,3.19276837948763
879,0
880,15.6330021406945
881,10.7289276983024
882,8.32699843575676
883,7.1442941703932
884,0
885,11.6113645666747
886,15.8450772966972
887,6.67091078822864
888,13.1969994315217
889,5.39104158150689
890,8.20221214167763
891,0
892,19.0700985139816
893,7.99754979774811
894,4.81485774434772
895,13.9283317736826
896,1.81269568926513
897,11.0645434997877
898,0
899,8.60980263873449
900,18.5939733809006
901,3.619327289137
902,6.30204069092183
903,7.08094884221344
904,10.3837963576831
905,3.56862022272022
906,9.48365448280144
907,5.96906537571537
908,8.65973075040721
909,7.63479213702114
910,12.4543372988894
911,3.98869217743272
912,7.18449488508258
913,10.9675447302166
914,5.00388017237586
915,7.29101454562448
916,2.20982415803744
917,10.6837857059076
918,6.10639527541887
919,4.26188295982732
920,3.54786104719484
921,8.87255252427119
922,7.94985985407572
923,11.4005425907031
924,9.87873464253208
925,0.568945873470523
926,13.3070079510969
927,4.70653481160585
928,17.0758207795563
929,16.1934207116197
930,4.39790798954242
931,8.13841773815913
932,4.81866780469971
933,9.6386505755559
934,3.90996636355522
935,14.9556720893895
936,0
937,5.64784557355574
938,7.36617276484411
939,14.5117173754334
940,14.3934605636325
941,8.85304972713648
942,9.70762079787859
943,4.22787414811714
944,10.3490576888057
945,17.232689315136
946,12.0890173044488
947,10.9861540379938
948,11.4445322596692
949,0
950,12.1792223832972
951,5.45510402344767
952,0
953,0.965657387511992
954,10.9900112979527
955,12.7628166685338
956,12.4685572709223
957,9.57297536794931
958,15.9027022608979
959,0.987248674292149
960,9.31923765846541
961,12.819442852375
962,16.2020215443425
963,13.0109816000752
964,8.83866752222388
965,2.186194378877
966,10.6063973316092
967,11.7043044035743
968,7.79380187302277
969,1.66922489315176
970,15.5123981686192
971,11.755069653233
972,7.92631174471001
973,2.35081708149538
974,0
975,10.9921095951722
976,0
977,0
978,2.23667382852049
979,6.6611305604186
980,23.6073819267149
981,9.12732509442158
982,8.2260459316118
983,3.14745758706233
984,18.5734032145783
985,7.94121986471733
986,11.8602696644177
987,13.111287541046
988,12.7936472053389
989,12.0677510373628
990,7.9573311828726
991,0
992,2.84338359736359
993,16.8251977604146
994,0
995,8.56581444957096
996,17.2917949176639
997,6.78174914658769
998,12.1279427133859
999,4.88272180288269
1000,11.2839850305169
1001,6.458188648313
1002,10.0301565463845
1003,12.69439406453
1004,14.681177928057
1005,4.24063679702797
1006,0
1007,13.1147264602264
1008,3.84472360258368
1009,15.0760011949995
1010,0
1011,0
1012,0
1013,11.2659447464308
1014,9.07156133274587
1015,12.9196537655911
1016,9.88627972488188
1017,3.46938188870842
1018,14.2170724706712
1019,1.63648339763372
1020,11.6956413055286
1021,13.8332033259715
1022,8.00780579128197
1023,30.7637597647346
1024,13.2629827498536
1025,7.94926315990872
1026,7.20761199086774
1027,7.45773391445828
1028,14.6605824540241
1029,18.3154030856241
1030,17.8495626200567
1031,23.9992848173498
1032,13.8069307213864
1033,10.4976780130188
1034,13.7810175558271
1035,14.7710276146183
1036,13.1128310998781
1037,7.15654638247646
1038,14.2690404900036
1039,9.5510222049503
1040,19.7329692399277
1041,20.824760109111
1042,11.8025652550342
1043,4.23353621035203
1044,2.01529300922789
1045,19.4623623126391
1046,7.64165272209733
1047,14.2217561330703
1048,4.53492270708555
1049,12.6693555115822
1050,23.4878734064531
1051,15.2909479188311
1052,17.7777616095085
1053,8.41321667459167
1054,15.5896292654824
1055,15.6323389049273
1056,7.90175877235968
1057,10.5239510017002
1058,25.9581703445403
1059,24.5892901542055
1060,24.3243533841844
1061,22.8109844019874
1062,22.3205951671025
1063,15.6930426339487
1064,18.2963213682368
1065,10.084024920758
1066,19.8425561139361
1067,10.9884072093763
1068,17.7019754924368
1069,1.44780587872917
1070,22.4292618367938
1071,14.2007563084306
1072,12.0290157893671
1073,13.6695477053361
1074,10.0953513326582
1075,22.4014982596408
1076,26.0834257683877
1077,26.3540798408335
1078,22.7827503003177
1079,1.00303939642012
1080,22.4915915694003
1081,17.4497957783465
1082,14.7995123056797
1083,20.6042442379126
1084,4.8848074258805
1085,18.903641382846
1086,14.1308127445795
1087,15.3590939491474
1088,9.00629417310961
1089,24.8853897659332
1090,4.99668126405795
1091,3.44904676470344
1092,18.6311026425054
1093,19.1725561876895
1094,7.98982199197282
1095,9.0607337867231
1096,17.4150334610087
1097,22.8605817910771
1098,18.9469390837402
1099,24.4740011525769
1100,14.5877481244106
1101,13.2861096189159
1102,18.8383198159846
1103,15.1072556688413
1104,10.6897901496081
1105,20.1301760344275
1106,16.9872730721702
1107,17.9128229250376
1108,22.7240142400895
1109,13.2427010606156
1110,7.68861677967322
1111,5.24132159877732
1112,17.5144155656757
1113,11.1819036595322
1114,19.7594064639906
1115,11.0746641690123
1116,3.39214224171975
1117,16.3001956129282
1118,24.7506554425166
1119,12.7245189740822
1120,21.7071196226868
1121,16.6575273808473
1122,23.936514707242
1123,7.63346488777609
1124,22.6683101998721
1125,13.2271111238616
1126,14.4079475519803
1127,16.1623977391965
1128,15.3707673932028
1129,21.1810590061099
1130,22.384109637388
1131,8.04030830180215
1132,30.7907265165243
1133,8.77832878373486
1134,27.4956406283694
1135,11.1983267824035
1136,13.9141378779649
1137,9.34129508788692
1138,5.68671990290063
1139,21.2329286586822
1140,8.46555234523199
1141,15.4229562005536
1142,15.35107683075
1143,19.1387090485547
1144,12.7853069743831
1145,11.7003418475636
1146,20.0041323044086
1147,12.3942368577788
1148,19.3309758057555
1149,30.7400198776789
1150,14.4301269407306
1151,11.4590636524435
1152,12.7936706580002
1153,9.61388924574537
1154,23.1751662015084
1155,8.40767984321475
1156,19.632966543883
1157,16.1511783482037
1158,18.8684076479326
1159,12.2830365708777
1160,22.3833120514173
1161,17.3340136449543
1162,10.3771053230668
1163,13.2508296973906
1164,18.0828560467595
1165,13.856395884359
1166,29.4773652684618
1167,13.2763157432524
1168,11.0256253579784
1169,28.0807937016361
1170,25.9252813024348
1171,21.012884788906
1172,11.0648071000087
1173,8.53474603981427
1174,14.4493620421124
1175,15.9235585664573
1176,22.7125503564495
1177,15.860145752399
1178,6.5701652729123
1179,18.1907006463796
1180,11.7195655551004
1181,20.9881567127885
1182,35.0740574141484
1183,24.2296283084958
1184,14.6982383954837
1185,21.5226811463645
1186,20.1823615650118
1187,22.5443762279886
1188,22.0908847319565
1189,5.77866933012456
1190,24.5078754063497
1191,13.3644810651193
1192,17.2794769163992
1193,26.0294912193611
1194,15.8476962597073
1195,18.6898478531972
1196,11.0449230471465
1197,12.1164694515293
1198,17.4670584420863
1199,6.8802230151764
1200,13.8054834430616
1201,26.4256811526578
1202,16.8875494348973
1203,15.6205141003254
1204,6.90620412634762
1205,23.5671570007231
1206,28.5875442892685
1207,6.35075822833242
1208,13.2204825146959
1209,26.7845284912776
1210,23.664257420821
1211,18.2525796432749
1212,8.79174920869058
1213,14.7638739068142
1214,19.2896773430145
1215,26.1137787213213
1216,1.58741225954931
1217,20.5492661020892
1218,10.5049801575184
1219,15.5428759180357
1220,20.7518796746578
1221,12.3524895058358
1222,11.2921695921264
1223,18.8794882497445
1224,15.8617918623106
1225,8.46129489077588
1226,6.53935932048961
1227,13.0096990517928
1228,27.2864060905129
1229,30.6179716416062
1230,26.8613451307923
1231,22.3815299739319
1232,19.377755779415
1233,10.1844340725712
1234,7.37754969814161
1235,10.2012406400722
1236,14.5065746115205
1237,15.9072435098951
1238,10.0865933149969
1239,17.2590809559165
1240,7.42566121485087
1241,12.5926742689332
1242,8.84839128209541
1243,23.6282077195092
1244,25.844566918974
1245,15.9098272934803
1246,16.1828643430996
1247,8.46952285083708
1248,16.3537676968772
1249,16.8121408039659
1250,12.2454918568915
1251,39.4491274174666
1252,23.1654850421888
1253,27.0437357745614
1254,33.3578299674532
1255,32.0188505738375
1256,42.3875774695812
1257,32.611041539158
1258,26.9622399287458
1259,31.2963003964852
1260,30.6416501977864
1261,37.7561989602703
1262,27.8684292859902
1263,22.3470970399717
1264,24.6797215803396
1265,39.2765019445893
1266,30.2573994166983
1267,30.5507916992971
1268,29.7559987582672
1269,21.4991724587444
1270,26.553516153056
1271,31.2341614516122
1272,17.8089576779356
1273,32.3505699242331
1274,36.7510693782963
1275,37.063260971082
1276,30.8476747677966
1277,26.0935298558295
1278,23.6170710830868
1279,27.539490537051
1280,34.312388956317
1281,37.6289121151057
1282,35.7215250828055
1283,29.9128877702489
1284,35.9067896055927
1285,31.5802193489471
1286,25.8395840774077
1287,30.7792113971095
1288,22.5417915060429
1289,28.8183420131221
1290,24.2901837341307
1291,6.52070805552418
1292,0
1293,0
1294,1.38595839464748
1295,12.2645362485631
1296,0
1297,0
1298,1.71552183878464
1299,5.06163901332826
1300,7.65023780578979
1301,0
1302,0
1303,0
1304,9.42828570306244
1305,1.14651910755777
1306,0
1307,0
1308,0
1309,6.64094631883923
1310,0
1311,1.40412311446401
1312,9.69807029254911
1313,0
1314,0
1315,0
1316,0
1317,0
1318,2.80917653598955
1319,0.637441588512689
1320,0.623688673210361
1321,0
1322,4.34972963028484
1323,0
1324,5.80422145215105
1325,4.17467069344316
1326,0
1327,0.0358262539654985
1328,5.43557201523641
1329,3.09694413992579
1330,0.0447382660167696
1331,0
1332,8.81087043162982
1333,1.83394258497956
1334,3.87996717128801
1335,0
1336,7.06693151357812
1337,7.05780924053879
1338,0
1339,8.89729671602699
1340,9.69458088946566
1341,0
1342,15.0791954890227
1343,0
1344,12.2091073159226
1345,0
1346,0
1347,8.82694500889245
1348,0.418230140859982
1349,0
1350,8.31843320030446
1351,0
1352,0
1353,1.81408068409342
1354,2.24116298688245
1355,11.2478021692146
1356,0
1357,0
1358,0
1359,0
1360,1.8128242730381
1361,1.03022685915293
1362,0
1363,7.27341161812176
1364,0.918779409527348
1365,2.77765077528014
1366,3.61596771939927
1367,0
1368,0
1369,0
1370,0
1371,11.5449570906325
1372,0
1373,9.20855223913081
1374,3.11350841208237
1375,5.85115094573876
1376,3.78606229452472
1377,0
1378,0
1379,0
1380,11.5973923181547
1381,0
1382,7.16513227659413
1383,1.62731953621868
1384,0.572234735127773
1385,0
1386,5.48814326983604
1387,2.66389821279563
1388,0
1389,0
1390,9.62997375356086
1391,2.14584046514687
1392,0
1393,9.35570832687652
1394,0
1395,6.65982804862633
1396,0
1397,0.75368315875789
1398,0
1399,0
1400,0
1401,22.2456030659868
1402,5.16956833775615
1403,0
1404,0
1405,0
1406,8.40603255373971
1407,0
1408,0.932851271413767
1409,17.048143097632
1410,0
1411,4.84637639438108
1412,3.39291893597097
1413,8.59935306856658
1414,2.04931713036049
1415,0
1416,12.3282594305758
1417,0
1418,3.22647546246184
1419,0
1420,1.35504207563123
1421,4.22386338632616
1422,1.43829905313428
1423,0.610055571802024
1424,9.58393845526621
1425,4.3727225933189
1426,0
1427,0
1428,0
1429,0
1430,10.3360863710854
1431,10.3467047882908
1432,2.2978292543156
1433,0.832558090705178
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,4.60847553701697
1442,5.51574622179408
1443,0
1444,0
1445,0
1446,10.8309644667201
1447,7.72160542214296
1448,0
1449,0
1450,5.21956415150154
1451,1.88383686243293
1452,0
1453,1.66617641993394
1454,3.81841656476058
1455,0
1456,0
1457,6.67916340157154
1458,0
1459,11.2339265022039
1460,3.14225954653307
1461,1.02449604679871
1462,4.82594156068684
1463,2.35982667799678
1464,5.18649035643304
1465,11.7730728854431
1466,0
1467,5.56075662269989
1468,0
1469,0
1470,5.86073667281855
1471,0
1472,6.9108867786565
1473,7.03170926996925
1474,0.419999268999946
1475,1.40647755862323
1476,0
1477,17.1406319252661
1478,1.14509550312789
1479,5.31785674941336
1480,5.47808766941509
1481,0
1482,12.8867726159393
1483,9.78532983865977
1484,3.67981458076215
1485,2.93314317329122
1486,12.7213469218945
1487,1.46664047886951
1488,0
1489,12.3182022124728
1490,2.00866392952485
1491,0
1492,3.55112438592803
1493,7.71185696410926
1494,11.3584349507214
1495,8.13083823367954
1496,7.91406676107685
1497,9.2813022349309
1498,8.06386193709394
1499,3.69958530158958
1500,21.9642922269412
1501,4.22784820216179
1502,12.2821526062864
1503,0
1504,5.35274130731285
1505,4.12351129289072
1506,12.4004515011715
1507,7.20242069658118
1508,4.01775958776226
1509,0
1510,8.52772082197046
1511,0
1512,4.37800291569717
1513,7.94340271759883
1514,0
1515,7.95732529794225
1516,1.50810339856976
1517,0
1518,3.75083451797931
1519,4.96740731892423
1520,6.52495917664466
1521,0
1522,0
1523,7.61125719980832
1524,7.22413874056215
1525,16.7043736868213
1526,0
1527,0
1528,0
1529,0.864575605907441
1530,5.33849429535752
1531,4.61577858808775
1532,6.13712827840741
1533,6.1603517155161
1534,0
1535,0
1536,5.11654591807765
1537,8.97027236423876
1538,3.09171716163591
1539,5.72954453985921
1540,0
1541,5.48836350809681
1542,6.77625225712833
1543,13.5411268659724
1544,3.6529948817744
1545,3.65289474095397
1546,2.21003611254991
1547,0
1548,12.0159445222044
1549,0
1550,0.91686275247031
1551,0
1552,3.18953538761699
1553,1.48853945255835
1554,10.3181192232114
1555,5.32850250972469
1556,8.4689879147402
1557,1.96394494982157
1558,0
1559,6.05225305192128
1560,9.58452570286295
1561,0
1562,0
1563,10.5969119399028
1564,14.2589270419963
1565,11.8605694195803
1566,11.5798536549543
1567,18.0290996032717
1568,0
1569,0
1570,0
1571,0
1572,0
1573,4.57264572376128
1574,2.24052639971496
1575,0.990898737191929
1576,7.90291846192714
1577,0.332512928378774
1578,2.57042637439542
1579,12.3343364493123
1580,9.73219725518112
1581,2.37448267766327
1582,0
1583,0
1584,5.44334577661936
1585,5.52880813232927
1586,0.903565264251287
1587,0
1588,0
1589,21.4726739398574
1590,2.14358857125072
1591,4.95069066391982
1592,0
1593,8.6474056496295
1594,0
1595,0
